NombreUnidad,direccion,entidad,municipio,telefono,correoelec,sitioweb,Latitude,Longitude,Sector,Inst,POBUSn,POBUSa,POBUSd,,SumaCluster,NivCuidad,ConDer,comollegar
ESCUELA PRIMARIA MANUEL LOPEZ COTILLA. TURNO VESPERTINO. CLAVE 14EPR1477Q,"Calle General Facundo De Quiroga 20, Int: NA, Colonia Buenos Aires, C.P. 44983 San Pedro Tlaquepaque, Jalisco",Jalisco,San Pedro Tlaquepaque,Tel. 3333678094,,,20.61032044,-103.3669389,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.61032044,-103.3669389&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PRIMARIA OBLATOS,"Calle De Los Maestros NA, Int: NA, Colonia San Esteban (San Miguel Tateposco), C.P. 45205 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,,,20.80899186,-103.374662,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.80899186,-103.374662&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PREESCOLAR ENRIQUE LAUBSCHER TURNO VESPERTINO,"Andador Francisco De Terrazas 4033, Int: NA, Colonia El Zalate, C.P. 44760 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,,,20.68021584,-103.274172,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.68021584,-103.274172&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS CUAUHTEMOC TURNO MATUTINO.,"Calle Arco Benavente NA, Int: NA, Colonia Arcos De Zapopan, C.P. 45130 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,,,20.74357834,-103.4065028,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.74357834,-103.4065028&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA AMADO NERVO TURNO VESPERTINO,"Avenida San Nicolas De Los Arroyos NA, Int: NA, Fraccionamiento Ruiseñores, C.P. 45300 Tala, Jalisco",Jalisco,Tala,Tel. 3317310240,,,20.70913141,-103.6967393,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.70913141,-103.6967393&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS SOR JUANA INES DE LA CRUZ -14DJN1798K,"Calle Real De Los Mezquites 93, Int: NA, Colonia Paseo Del Valle, C.P. 45400 Tonalá, Jalisco",Jalisco,Tonalá,Tel. NA,14djn1798k@escuelas.sep.gob.mx,,20.62789794,-103.2832009,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.62789794,-103.2832009&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PRIMARIA BENITO JUAREZ TURNO MATUTINO,"Calle Tullas NA, Int: NA, Colonia La Tuzania, C.P. 45130 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 38347929,,,20.73653415,-103.4106224,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.73653415,-103.4106224&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
COLEGIO INDEPENDENCIA AC,"Calle Josefa Ortiz De Domínguez 340, Int: NA, Colonia La Perla, C.P. 44360 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,colegio_independencia_preescolar@hotmail.com,,20.67581694,-103.3310888,Sociedad civil,Sociedad civil,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.67581694,-103.3310888&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS MANUEL LOPEZ COTILLA,"Calle Radio 17, Int: NA, Colonia Arenales Tapatios, C.P. 45066 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,,,20.63632905,-103.4636657,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.63632905,-103.4636657&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA URBANA 1280 EPIGMENIO GONZALEZ,"Calle Prado Soleado 0, Int: 498, Colonia Arboledas De Tonala, C.P. 45410 Tonalá, Jalisco",Jalisco,Tonalá,Tel. NA,urbana1280@hotmail.com,,20.64737357,-103.2314032,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.64737357,-103.2314032&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA URBANA 795 SOR JUANA INES DE LA CRUZ,"Calle Ninguno NA, Int: NA, Colonia El Cerrito, C.P. 46470 Magdalena, Jalisco",Jalisco,Magdalena,Tel. 3867440044,,,20.91159705,-103.9775843,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.91159705,-103.9775843&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PREESCOLAR MAGARITA MAZA DE JUAREZ,"Calle Miguel Hidalgo Y Costilla 3, Int: NA, Colonia Centro, C.P. 49840 Tonila, Jalisco",Jalisco,Tonila,Tel. NA,,,19.40883308,-103.5495079,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.40883308,-103.5495079&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA JUAN ALDAMA TURNO MATUTINO,"Calle Ninguno 10, Int: NA, Fraccionamiento Real Del Sol, C.P. 45654 Tlajomulco de Zúñiga, Jalisco",Jalisco,Tlajomulco de Zúñiga,Tel. NA,,,20.53529678,-103.3888326,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.53529678,-103.3888326&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA JOSE CLEMENTE OROZCO,"Calle Iturbide 180, Int: NA, Colonia San Jose, C.P. 47190 San Ignacio Cerro Gordo, Jalisco",Jalisco,San Ignacio Cerro Gordo,Tel. 3487161440,,,20.7462932,-102.5294477,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.7462932,-102.5294477&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA SALVADOR HERMOSO NAJERA,"Calle Preparatoria 200, Int: NA, Colonia La Marina, C.P. 48338 Puerto Vallarta, Jalisco",Jalisco,Puerto Vallarta,Tel. NA,,,20.65974771,-105.2376906,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.65974771,-105.2376906&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA MA. JUSTINA CUEVA RAMÍREZ,"Calle Portal Victoria 10, Int: NA, Colonia Centro, C.P. 48540 Tecolotlán, Jalisco",Jalisco,Tecolotlán,Tel. NA,,,20.20338226,-104.0502172,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.20338226,-104.0502172&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
GARABATOS KIDS CLUB PREESCOLAR,"Calle Piscis 384, Int: NA, Colonia Los Pinos, C.P. 45120 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,,,20.68288092,-103.4084782,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.68288092,-103.4084782&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PREPRIMARIA GABRIELA MISTRAL T V,"Calle Ninguno 139, Int: NA, Colonia La Martinica, C.P. 47020 San Juan de los Lagos, Jalisco",Jalisco,San Juan de los Lagos,Tel. 3957258122,,,21.25349778,-102.3341262,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.25349778,-102.3341262&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS EVA BRISEÑO  TURNO MATUTINO,"Calle Sabino Delgado 945, Int: NA, Colonia San Isidro Ejidal, C.P. 45147 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,,,20.72985445,-103.3990999,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.72985445,-103.3990999&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PRIMARIA PLAN DE AYALA,"Calle Adolfo Lopez Mateos 19, Int: NA, Localidad Villa Emiliano Zapata, C.P. 49410 Tizapán el Alto, Jalisco",Jalisco,Tizapán el Alto,Tel. NA,,,20.16600563,-102.9938734,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.16600563,-102.9938734&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS LUIS SPOTA,"Privada Jose De Jesus Uribe 2, Int: NA, Colonia Magisterial, C.P. 47180 Arandas, Jalisco",Jalisco,Arandas,Tel. NA,,,20.6953395,-102.341446,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.6953395,-102.341446&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS REFORMA,"Calle Fray Antonio De Segovia 735, Int: NA, Manzana Olimpica, C.P. 44430 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3336193507,kindereforma@prodigy.net.mx,,20.65366086,-103.3218263,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.65366086,-103.3218263&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS AMADO NERVO,"Avenida Zalatitan 974, Int: NA, Fraccionamiento Educadores Jalicienses, C.P. 45400 Tonalá, Jalisco",Jalisco,Tonalá,Tel. 3336023507,,,20.64226949,-103.2536876,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.64226949,-103.2536876&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA HERMENEGILDO GALEANA14DPR2131F TURNO MATUTINO,"Calle Avila Camacho 130, Int: NA, Colonia Centro, C.P. 48740 El Grullo, Jalisco",Jalisco,El Grullo,Tel. 3213870621,,,19.8121121,-104.2206368,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.8121121,-104.2206368&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA KIDS VALLEY,"Calle Ninguno NA, Int: NA, Colonia Jardin Real, C.P. 45138 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3315879698,kidsvalley@hotmail.com,www.kidsvalley.com.mx,20.74032258,-103.4320968,Sociedad civil,Sociedad civil,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.74032258,-103.4320968&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
MARIANO AZUELA,"Calle Galeana 700, Int: NA, Manzana 2, C.P. 47639 Tepatitlán de Morelos, Jalisco",Jalisco,Tepatitlán de Morelos,Tel. NA,,,20.82955117,-102.7577549,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.82955117,-102.7577549&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDÍN DE NIÑOS RAMÓN LÓPEZ VELARDE,"Calle Ninguno 3, Int: NA, Ejido La Fortuna, C.P. 48854 La Huerta, Jalisco",Jalisco,La Huerta,Tel. NA,,,19.5984662,-105.1062948,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.5984662,-105.1062948&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA URBANA 210 CARMEN ALDRETE CASTLLO,"Calle Sierra De La Yesca 5165, Int: NA, Manzana Las Aguilas, C.P. 45080 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3336314229,escuelaurbana210@hotmail.com,,20.62853843,-103.4134295,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.62853843,-103.4134295&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS IRENE ROBLEDO GARCIA 14DJN10805,"Calle Hidalgo 1750, Int: NA, Colonia Ampliacion Santa Lucia, C.P. 45200 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,,,20.81002037,-103.4905985,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.81002037,-103.4905985&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PREESCOLAR MANUEL LOPEZ COTILLA,"Calle Felipe Angeles 818, Int: NA, Colonia San Martin, C.P. 44710 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 335623510,,,20.68099526,-103.2995816,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.68099526,-103.2995816&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS EL PIPILA CLAVE 14D5N0290Q ZONA 030 SECTOR 19,"Calle Las Calandrias 10, Int: NA, Colonia Jaramillo, C.P. 45300 Tala, Jalisco",Jalisco,Tala,Tel. 3861054859,,,20.66809358,-103.7046985,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.66809358,-103.7046985&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PRIMARIA GUILLERMO PRIETO,"Calle Doctor Jose De Jesus Gonzalez NA, Int: NA, Colonia Lomas Del Tesoro, C.P. 47570 Unión de San Antonio, Jalisco",Jalisco,Unión de San Antonio,Tel. NA,14dpr3370m@escuelas.sej.gob.mx,,21.1331939,-102.0068297,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.1331939,-102.0068297&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA URBANA 757 30 DE ABRIL 14EPR0495Z,"Calle Bellas Artes Oriente 4070, Int: NA, Colonia Miravalle, C.P. 44990 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,,,20.61558136,-103.3508022,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.61558136,-103.3508022&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
COLEGIO KIPLING COUNTRY SCHOOL,"Avenida Patria 2212, Int: NA, Colonia Lomas De Atemajac, C.P. 45177 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3338244153,,,20.71311009,-103.3633682,Sociedad civil,Sociedad civil,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.71311009,-103.3633682&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
COLEGIO FELIX MARIA MARTINEZ,"Calle Allende 46, Int: NA, Colonia Centro, C.P. 46470 Magdalena, Jalisco",Jalisco,Magdalena,Tel. 3867440674,cpm_fmm@hotmail.com,,20.90840983,-103.9802694,Sociedad civil,Sociedad civil,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.90840983,-103.9802694&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA,"Calle Josefa Ortiz De Dominguez 195, Int: NA, Colonia San Juan De Dios, C.P. 44360 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3336543813,,www.escuela14pr351csep.gob,20.67626684,-103.3334089,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.67626684,-103.3334089&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS ZAPOTLÁN,"Calle Carlos Paez Stille 50, Int: NA, Colonia Ejidal, C.P. 49070 Zapotlán el Grande, Jalisco",Jalisco,Zapotlán el Grande,Tel. 3414136866,mary.ros123@hotmail.com,,19.70049303,-103.4779987,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.70049303,-103.4779987&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA NIÑOS HEROES,"Calle Salvador Ruiz 1, Int: NA, Colonia Sagrado Corazon, C.P. 45430 Zapotlanejo, Jalisco",Jalisco,Zapotlanejo,Tel. 3737340429,,,20.6197396,-103.0725116,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.6197396,-103.0725116&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS RUBEN DARIO,"Calle Morelos 92, Int: NA, Colonia Col. Indigena De San Sebastianito, C.P. 45590 San Pedro Tlaquepaque, Jalisco",Jalisco,San Pedro Tlaquepaque,Tel. NA,jnrubendario@gmail.com,,20.59049779,-103.3872278,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.59049779,-103.3872278&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS CUAUHTEMOC 14DJN1013 T/V,"Calle Jazmin 1125, Int: NA, Colonia Potrero De Jauja, C.P. 45428 Tonalá, Jalisco",Jalisco,Tonalá,Tel. NA,,,20.58424908,-103.2245564,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.58424908,-103.2245564&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA URBANA 866,"Calle Amadeo Sors Magrina 50, Int: NA, Colonia Las Palmas, C.P. 47440 Lagos de Moreno, Jalisco",Jalisco,Lagos de Moreno,Tel. 4744031643,vasconcelos866@hotmail.com,,21.36470368,-101.914659,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.36470368,-101.914659&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA MARIA AGREDANO SANDOVAL,"Calle David Ceballos Campos 24, Int: NA, Manzana Arroyo, C.P. 49600 Zapotiltic, Jalisco",Jalisco,Zapotiltic,Tel. 3414145104,,,19.63164683,-103.4130541,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.63164683,-103.4130541&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS,"Calle Arista 2180, Int: NA, Colonia Centro, C.P. 44600 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,diazsanchezma6@gmail.com,,20.68826812,-103.3722375,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.68826812,-103.3722375&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA URBANA 48,"Calle Roman Morales 520, Int: NA, Colonia Ex Ejido De Oblatos, C.P. 44380 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3336174968,,,20.67955203,-103.3238211,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.67955203,-103.3238211&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS PAULO FREIDE TURNO MATUTINO,"Calle Gardenias 0, Int: NA, Colonia Lomas De Tabachines, C.P. 45180 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3338618753,,,20.74917176,-103.3608311,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.74917176,-103.3608311&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
COLEGIO LUIS CABRERA,"Calle Calle De Los Artistas 1381, Int: NA, Colonia Colinas De La Normal, C.P. 44270 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3338535367,,,20.69701874,-103.3393671,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.69701874,-103.3393671&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA OFELIA SANCHEZ PLASENCIA URBANA 77,"Calle Garibaldi 1555, Int: NA, Colonia Ladron De Guevara, C.P. 44600 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,escuelaurbana77@yahoo.com.mx,,20.68129138,-103.3720262,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.68129138,-103.3720262&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA AGUSTIN YAÑES TURNO VESPERTINO,"Avenida Bugambilia 0, Int: NA, Manzana Infonavit, C.P. 49600 Zapotiltic, Jalisco",Jalisco,Zapotiltic,Tel. NA,,,19.62023703,-103.4130616,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.62023703,-103.4130616&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA JARDIN DE NIÑOS RAMON CORONA 286,"Calle Ramon Corona 20, Int: NA, Colonia Centro, C.P. 49430 Tuxcueca, Jalisco",Jalisco,Tuxcueca,Tel. NA,,,20.15324296,-103.1856656,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.15324296,-103.1856656&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS JOSEFA ORTIZ DE DOMINGUEZ,"Calle Algeciras 124, Int: NA, Colonia Lomas De Zapopan, C.P. 45130 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3331654104,,,20.7440696,-103.3965562,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.7440696,-103.3965562&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
URBANA 415,"Calle Panteon 264, Int: NA, Colonia Sarcofago, C.P. 45100 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3336246507,,,20.72494784,-103.3876387,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.72494784,-103.3876387&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDÍN DE NIÑOS GABILONDO SOLER 14EJN0316G,"Calle Emeterio Peregrina 200, Int: NA, Colonia Santa Cecilia, C.P. 48740 El Grullo, Jalisco",Jalisco,El Grullo,Tel. NA,,,19.81016964,-104.2251734,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.81016964,-104.2251734&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDÍN DE NIÑOS MARÍA MONTESSORI 14DJN0532XCOCINA ME NUTRE,"Calle Avila Camacho 140, Int: NA, Colonia Centro, C.P. 48740 El Grullo, Jalisco",Jalisco,El Grullo,Tel. NA,,,19.81167213,-104.2209591,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.81167213,-104.2209591&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA MARIANO AZUELA 449,"Calle Luis G. Maciel 3, Int: NA, Colonia Centro, C.P. 47540 Ojuelos de Jalisco, Jalisco",Jalisco,Ojuelos de Jalisco,Tel. 4968510161,14epr0626a@escuelas.sej.gob.mx,,21.86857946,-101.5911648,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.86857946,-101.5911648&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
